filename,rms,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label
aaeapofvlkguhgqpsofw.wav,0.474359393119812,0.028726691380143166,1964.2662192928597,2164.877566643049,3967.9723758508662,0.090576171875,-351.8004455566406,116.26007843017578,-7.125394821166992,21.762847900390625,-0.7793912291526794,-1.5897595882415771,-17.181427001953125,-4.13510274887085,-7.457237720489502,2.0699076652526855,-7.464142799377441,2.5147931575775146,-0.20156271755695343,0.1884428709745407,-5.917762756347656,3.112407922744751,-4.089540004730225,0.8282600045204163,-2.3319013118743896,-1.1245287656784058,0
aafqnysoafsitbncwmwn.wav,0.3990330994129181,0.026165546849370003,1776.377497958454,2015.1745294487757,3667.3603322246286,0.0732446047339109,-378.4441833496094,127.6993408203125,-2.181243658065796,21.242877960205078,1.0910348892211914,2.6541566848754883,-14.020845413208008,-14.39633560180664,1.4575796127319336,-2.114821672439575,-7.823034763336182,-0.09808243811130524,-1.7250378131866455,2.3120322227478027,-2.87705397605896,3.08646297454834,-1.8450225591659546,-0.8489640951156616,-2.3668365478515625,-0.9897540211677551,0
aaknlrvmnyweouhlaafl.wav,0.3993183970451355,0.029204590246081352,1729.931746896405,1975.8000276009857,3622.215225672958,0.076416015625,-368.0715637207031,128.26983642578125,5.788417816162109,24.350643157958984,-4.9546308517456055,9.898159980773926,-15.287955284118652,-19.81596565246582,2.227738618850708,-2.9915530681610107,-14.562047958374023,-3.9869983196258545,-1.8739244937896729,-0.02388816326856613,-7.832607746124268,3.7064719200134277,-0.23665505647659302,-3.769242286682129,-0.5731687545776367,0.7802557349205017,0
aasqbnvatbwomxlpzoli.wav,0.38640546798706055,0.025545870885252953,1528.4608592063212,1737.2889543033025,2964.5997302366955,0.07369662747524752,-392.5478820800781,144.3007354736328,-3.1089701652526855,8.774309158325195,-23.706247329711914,-7.948779582977295,-13.916622161865234,-5.943902492523193,2.8157877922058105,-11.819280624389648,-6.097945213317871,2.0166099071502686,-3.6642329692840576,-1.8896880149841309,-0.05256911367177963,3.1871254444122314,-8.083038330078125,-1.2087910175323486,-2.372511863708496,-3.27170729637146,0
aawuildovcxzhpnsllph.wav,0.37948599457740784,0.03882553055882454,1406.8992691684168,1605.7157920617738,2637.124482711943,0.07176042311262376,-323.8907470703125,161.00743103027344,-0.9301712512969971,15.063082695007324,-6.19108247756958,4.078701019287109,-18.525930404663086,-16.69655418395996,3.1920969486236572,-11.056713104248047,-14.399965286254883,6.1258087158203125,-2.7183871269226074,-3.0997633934020996,-1.5983355045318604,4.672675132751465,-6.22398567199707,-2.9613022804260254,-1.7169673442840576,-2.270301580429077,0
abceneagjqcxgoqybful.wav,0.4796749949455261,0.02439841628074646,2013.486947655723,2136.8467758555503,3988.0664787670175,0.10002272199876237,-379.4814453125,122.0023422241211,8.422802925109863,12.429184913635254,-24.45130157470703,-2.618434190750122,-5.687986850738525,-5.456527233123779,2.3054256439208984,-3.417187452316284,-8.292512893676758,7.2762064933776855,-1.4507598876953125,-0.6830397248268127,-3.804044485092163,0.5791302919387817,-5.314541339874268,-1.1475520133972168,-3.9660556316375732,-2.084520101547241,0
adzkjiqmudlanaktpjiw.wav,0.33563077449798584,0.04870827868580818,1835.0314984019324,1868.916052719395,3357.9004873143563,0.09946434096534654,-312.3929443359375,129.85523986816406,-2.642406702041626,10.65035343170166,-10.11893367767334,6.601968765258789,-24.454662322998047,-21.296701431274414,-2.3861775398254395,-7.079325199127197,-11.521878242492676,3.7123754024505615,-3.7982378005981445,-0.877610445022583,-3.860504388809204,5.812646389007568,-7.647223949432373,-3.4598772525787354,-1.738692283630371,-1.993334174156189,0
aeaantdplnobajtzknzx.wav,0.4935840964317322,0.017835332080721855,2138.5482160509696,2289.535084180521,4502.891253480817,0.10588451423267327,-403.2128601074219,106.69744110107422,-0.10753004252910614,24.036365509033203,0.9589013457298279,-0.14475978910923004,-5.971712112426758,-6.830835819244385,-2.3826911449432373,0.22513481974601746,-7.303857326507568,2.2707760334014893,-4.3910064697265625,-1.0914944410324097,-1.005698800086975,4.3755903244018555,-1.4976816177368164,-0.5698484182357788,-0.31999069452285767,-0.7168242335319519,0
aedbhzvrzqnkjwunvtaf.wav,0.3836461305618286,0.04245208576321602,1895.3745940884098,2005.2154912590233,3727.695940980817,0.10374284498762376,-297.78515625,125.694091796875,9.696699142456055,26.929546356201172,-11.086657524108887,-3.074082851409912,-12.78333854675293,-12.00818920135498,-2.827019691467285,-2.4871513843536377,-11.063312530517578,2.7766482830047607,-4.809145927429199,-2.575803279876709,-8.274312973022461,2.634941577911377,-7.546321392059326,-3.9092836380004883,-1.5809199810028076,0.628592848777771,0
aeepfayiktmuctzmefpn.wav,0.4491368532180786,0.02108839526772499,1860.8420780812419,2053.6831936620874,3781.1025487314355,0.0895971921410891,-397.0441589355469,122.44741821289062,-3.7845966815948486,14.733648300170898,-7.251259803771973,-3.5023224353790283,-8.312771797180176,-3.7713558673858643,-0.06583955883979797,-6.536461353302002,-6.900230884552002,1.9000277519226074,-5.256089210510254,-3.035332441329956,-0.48107361793518066,1.998175859451294,-3.6997692584991455,-0.3519364595413208,-2.540123701095581,-4.208101272583008,0
